Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Jour,Qualité des Données,Temp max.(°C),Temp max. Indicateur,Temp min.(°C),Temp min. Indicateur,Temp moy.(°C),Temp moy. Indicateur,DJC (°C),DJC Indicateur,DJR (°C),DJR Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol (cm),Neige au sol Indicateur,Dir. raf. max. (10s deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
-71.9,45.4,SHERBROOKE,7028120,1961-01-01,1961,1,1,,-5.6,,-12.2,,-8.9,,26.9,,0,,0,,19.8,,19.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-02,1961,1,2,,-8.3,,-12.8,,-10.6,,28.6,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-03,1961,1,3,,-6.7,,-13.9,,-10.3,,28.3,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-04,1961,1,4,,-10,,-16.7,,-13.4,,31.4,,0,,0,,0.5,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-05,1961,1,5,,-8.9,,-20,,-14.5,,32.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-06,1961,1,6,,-5,,-16.7,,-10.9,,28.9,,0,,0,,4.8,,4.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-07,1961,1,7,,2.2,,-6.1,,-2,,20,,0,,0,,3.6,,3.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-08,1961,1,8,,1.7,,-7.8,,-3.1,,21.1,,0,,0,,5.3,,5.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-09,1961,1,9,,-9.4,,-15,,-12.2,,30.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-10,1961,1,10,,-6.7,,-21.1,,-13.9,,31.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-11,1961,1,11,,1.1,,-18.9,,-8.9,,26.9,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-12,1961,1,12,,-13.3,,-17.8,,-15.6,,33.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-13,1961,1,13,,2.2,,-20.6,,-9.2,,27.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-14,1961,1,14,,5.6,,-5.6,,0,,18,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-15,1961,1,15,,-5.6,,-20,,-12.8,,30.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-16,1961,1,16,,-3.9,,-15.6,,-9.8,,27.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-17,1961,1,17,,1.7,,-16.7,,-7.5,,25.5,,0,,0,,0.5,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-18,1961,1,18,,-13.3,,-17.2,,-15.3,,33.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-19,1961,1,19,,-17.2,,-25.6,,-21.4,,39.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-20,1961,1,20,,-15.6,,-26.1,,-20.9,,38.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-21,1961,1,21,,-12.2,,-19.4,,-15.8,,33.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-22,1961,1,22,,-13.9,,-28.3,,-21.1,,39.1,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-23,1961,1,23,,-10,,-17.8,,-13.9,,31.9,,0,,0,,0.3,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-24,1961,1,24,,-15,,-25.6,,-20.3,,38.3,,0,,0,,0.3,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-25,1961,1,25,,-18.3,,-23.3,,-20.8,,38.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-26,1961,1,26,,-15.6,,-22.2,,-18.9,,36.9,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-27,1961,1,27,,-12.2,,-21.1,,-16.7,,34.7,,0,,0,,0.5,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-28,1961,1,28,,-8.3,,-18.9,,-13.6,,31.6,,0,,0,,0.8,,0.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-29,1961,1,29,,-6.7,,-15,,-10.9,,28.9,,0,,0,,0.3,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-30,1961,1,30,,-14.4,,-23.3,,-18.9,,36.9,,0,,0,,0.5,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01-31,1961,1,31,,-11.1,,-20.6,,-15.9,,33.9,,0,,0,,0.8,,0.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-01,1961,2,1,,-18.9,,-25.6,,-22.3,,40.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-02,1961,2,2,,-18.3,,-24.4,,-21.4,,39.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-03,1961,2,3,,-9.4,,-28.9,,-19.2,,37.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-04,1961,2,4,,-5,,-15,,-10,,28,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-05,1961,2,5,,-6.7,,-21.7,,-14.2,,32.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-06,1961,2,6,,-2.8,,-16.1,,-9.5,,27.5,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-07,1961,2,7,,-4.4,,-18.3,,-11.4,,29.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-08,1961,2,8,,1.1,,-12.2,,-5.6,,23.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-09,1961,2,9,,2.2,,-8.9,,-3.4,,21.4,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-10,1961,2,10,,-1.1,,-6.1,,-3.6,,21.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-11,1961,2,11,,-4.4,,-15.6,,-10,,28,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-12,1961,2,12,,-5.6,,-22.2,,-13.9,,31.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-13,1961,2,13,,0,,-23.3,,-11.7,,29.7,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-14,1961,2,14,,2.8,,-6.7,,-2,,20,,0,,0,,5.1,,5.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-15,1961,2,15,,-6.1,,-12.2,,-9.2,,27.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-16,1961,2,16,,-8.3,,-22.8,,-15.6,,33.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02-17,1961,2,17,,-0.6,,-21.7,,-11.2,,29.2,,0,,0,,0.3,,0.3,,,,,,,
