Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Jour,Qualité des Données,Temp max.(°C),Temp max. Indicateur,Temp min.(°C),Temp min. Indicateur,Temp moy.(°C),Temp moy. Indicateur,DJC (°C),DJC Indicateur,DJR (°C),DJR Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol (cm),Neige au sol Indicateur,Dir. raf. max. (10s deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
-71.9,45.4,SHERBROOKE,7028120,1958-02-08,1958,2,8,,-4.4,,-8.9,,-6.7,,24.7,,0,,0,,9.1,,9.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-09,1958,2,9,,-15,,-17.2,,-16.1,,34.1,,0,,0,,1.3,,1.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-10,1958,2,10,,-13.3,,-20.6,,-17,,35,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-11,1958,2,11,,-12.8,,-30,,-21.4,,39.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-12,1958,2,12,,-8.3,,-26.1,,-17.2,,35.2,,0,,0,,1.5,,1.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-13,1958,2,13,,-9.4,,-16.1,,-12.8,,30.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-14,1958,2,14,,-11.1,,-16.1,,-13.6,,31.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-15,1958,2,15,,-13.3,,-24.4,,-18.9,,36.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-16,1958,2,16,,-11.1,,-17.8,,-14.5,,32.5,,0,,0,,14,,14,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-17,1958,2,17,,-11.7,,-18.9,,-15.3,,33.3,,0,,0,,0.3,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-18,1958,2,18,,-11.7,,-28.9,,-20.3,,38.3,,0,,0,,6.1,,6.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-19,1958,2,19,,-7.8,,-16.1,,-12,,30,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-20,1958,2,20,,-8.9,,-15,,-12,,30,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-21,1958,2,21,,-1.7,,-11.7,,-6.7,,24.7,,0,,0,,10.2,,10.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-22,1958,2,22,,-2.2,,-6.7,,-4.5,,22.5,,0,,0,,1.3,,1.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-23,1958,2,23,,-7.8,,-21.7,,-14.8,,32.8,,0,,0,,5.8,,5.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-24,1958,2,24,,2.8,,-12.8,,-5,,23,,0,,0,,5.1,,5.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-25,1958,2,25,,2.2,,-3.3,,-0.6,,18.6,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-26,1958,2,26,,-1.1,,-13.3,,-7.2,,25.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-27,1958,2,27,,6.1,,-8.3,,-1.1,,19.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02-28,1958,2,28,,3.3,,-1.1,,1.1,,16.9,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-01,1958,3,1,,2.2,,-3.3,,-0.6,,18.6,,0,,0,,5.1,,5.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-02,1958,3,2,,0,,-2.8,,-1.4,,19.4,,0,,0,,1.3,,1.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-03,1958,3,3,,6.7,,-1.7,,2.5,,15.5,,0,,4.1,,2.3,,6.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-04,1958,3,4,,2.8,,0.6,,1.7,,16.3,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-05,1958,3,5,,5,,0.6,,2.8,,15.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-06,1958,3,6,,3.3,,0,,1.7,,16.3,,0,,0,,3.3,,3.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-07,1958,3,7,,-1.7,,-3.3,,-2.5,,20.5,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-08,1958,3,8,,-4.4,,-6.7,,-5.6,,23.6,,0,,0,,1.8,,1.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-09,1958,3,9,,-2.2,,-8.9,,-5.6,,23.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-10,1958,3,10,,2.8,,-9.4,,-3.3,,21.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-11,1958,3,11,,4.4,,-1.1,,1.7,,16.3,,0,,0,,0.5,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-12,1958,3,12,,-0.6,,-2.8,,-1.7,,19.7,,0,,0,,0.3,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-13,1958,3,13,,2.8,,-2.2,,0.3,,17.7,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-14,1958,3,14,,2.8,,0,,1.4,,16.6,,0,,0,,11.2,,11.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-15,1958,3,15,,-1.1,,-2.8,,-2,,20,,0,,0,,1.5,,1.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-16,1958,3,16,,1.7,,-2.8,,-0.6,,18.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-17,1958,3,17,,4.4,,-4.4,,0,,18,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-18,1958,3,18,,5.6,,-0.6,,2.5,,15.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-19,1958,3,19,,6.1,,-8.3,,-1.1,,19.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-20,1958,3,20,,8.3,,-5.6,,1.4,,16.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-21,1958,3,21,,2.8,,-1.1,,0.9,,17.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-22,1958,3,22,,2.2,,-0.6,,0.8,,17.2,,0,,0,,2.5,,2.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-23,1958,3,23,,5.6,,-0.6,,2.5,,15.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-24,1958,3,24,,6.1,,-0.6,,2.8,,15.2,,0,,0,T,0,,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-25,1958,3,25,,5.6,,1.1,,3.4,,14.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-26,1958,3,26,,6.7,,-5,,0.9,,17.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-27,1958,3,27,,8.9,,-3.3,,2.8,,15.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-28,1958,3,28,,6.7,,-1.1,,2.8,,15.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-29,1958,3,29,,8.3,,-6.1,,1.1,,16.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-30,1958,3,30,,10.6,,-4.4,,3.1,,14.9,,0,,0.8,,0,,0.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03-31,1958,3,31,,4.4,,-0.6,,1.9,,16.1,,0,,5.8,,0,,5.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-01,1958,4,1,,7.8,,0.6,,4.2,,13.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-02,1958,4,2,,5.6,,0,,2.8,,15.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-03,1958,4,3,,9.4,,1.7,,5.6,,12.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-04,1958,4,4,,10,,-4.4,,2.8,,15.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-05,1958,4,5,,13.9,,-4.4,,4.8,,13.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-06,1958,4,6,,9.4,,-2.8,,3.3,,14.7,,0,,20.3,,0,,20.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-07,1958,4,7,,4.4,,-1.1,,1.7,,16.3,,0,,0,,3.8,,3.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-08,1958,4,8,,-0.6,,-2.8,,-1.7,,19.7,,0,,0,,1.3,,1.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-09,1958,4,9,,2.2,,-3.3,,-0.6,,18.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-10,1958,4,10,,6.7,,-1.1,,2.8,,15.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-11,1958,4,11,,8.9,,-2.2,,3.4,,14.6,,0,,1.5,,0,,1.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-12,1958,4,12,,6.1,,1.7,,3.9,,14.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-13,1958,4,13,,11.1,,-1.7,,4.7,,13.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-14,1958,4,14,,10,,1.1,,5.6,,12.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-15,1958,4,15,,16.7,,-1.7,,7.5,,10.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-16,1958,4,16,,21.1,,2.8,,12,,6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-17,1958,4,17,,19.4,,6.7,,13.1,,4.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-18,1958,4,18,,22.8,,6.7,,14.8,,3.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-19,1958,4,19,,13.9,,2.8,,8.4,,9.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-20,1958,4,20,,22.2,,1.7,,12,,6,,0,,9.9,,0,,9.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-21,1958,4,21,,24.4,,11.1,,17.8,,0.2,,0,,9.1,,0,,9.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-22,1958,4,22,,20,,9.4,,14.7,,3.3,,0,,0.8,,0,,0.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-23,1958,4,23,,15,,11.7,,13.4,,4.6,,0,,4.1,,0,,4.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-24,1958,4,24,,22.2,,3.3,,12.8,,5.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-25,1958,4,25,,19.4,,6.1,,12.8,,5.2,,0,,0,T,0,,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-26,1958,4,26,,3.3,,0,,1.7,,16.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-27,1958,4,27,,10.6,,-1.7,,4.5,,13.5,,0,,0.5,,0,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-28,1958,4,28,,7.2,,2.8,,5,,13,,0,,5.1,,0,,5.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-29,1958,4,29,,16.7,,5,,10.9,,7.1,,0,,1.3,,0,,1.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04-30,1958,4,30,,12.8,,1.1,,7,,11,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-01,1958,5,1,,18.9,,0,,9.5,,8.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-02,1958,5,2,,7.8,,2.2,,5,,13,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-03,1958,5,3,,10.6,,-2.2,,4.2,,13.8,,0,,1.8,,0,,1.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-04,1958,5,4,,12.2,,5,,8.6,,9.4,,0,,0,T,0,,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-05,1958,5,5,,10,,-1.7,,4.2,,13.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-06,1958,5,6,,15,,-2.8,,6.1,,11.9,,0,,0,T,0,,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-07,1958,5,7,,11.7,,3.9,,7.8,,10.2,,0,,1.8,,0,,1.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-08,1958,5,8,,11.7,,5.6,,8.7,,9.3,,0,,6.6,,0,,6.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-09,1958,5,9,,14.4,,5,,9.7,,8.3,,0,,0,T,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-10,1958,5,10,,11.7,,0.6,,6.2,,11.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-11,1958,5,11,,8.9,,1.7,,5.3,,12.7,,0,,4.8,,0,,4.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-12,1958,5,12,,16.1,,6.7,,11.4,,6.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-13,1958,5,13,,9.4,,3.9,,6.7,,11.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-14,1958,5,14,,11.7,,2.2,,7,,11,,0,,0.3,,0,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-15,1958,5,15,,16.1,,0.6,,8.4,,9.6,,0,,0.8,,0,,0.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-16,1958,5,16,,13.9,,6.7,,10.3,,7.7,,0,,0,T,0,,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-17,1958,5,17,,24.4,,6.1,,15.3,,2.7,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-18,1958,5,18,,27.2,,12.2,,19.7,,0,,1.7,,6.1,,0,,6.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-19,1958,5,19,,23.3,,15.6,,19.5,,0,,1.5,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-20,1958,5,20,,21.1,,10,,15.6,,2.4,,0,,0.5,,0,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-21,1958,5,21,,13.9,,10,,12,,6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-22,1958,5,22,,18.3,,4.4,,11.4,,6.6,,0,,1,,0,,1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-23,1958,5,23,,13.3,,7.2,,10.3,,7.7,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-24,1958,5,24,,18.9,,3.3,,11.1,,6.9,,0,,0.3,,0,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-25,1958,5,25,,17.2,,10.6,,13.9,,4.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-26,1958,5,26,,13.3,,7.8,,10.6,,7.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-27,1958,5,27,,22.8,,0.6,,11.7,,6.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-28,1958,5,28,,24.4,,8.3,,16.4,,1.6,,0,,10.7,,0,,10.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-29,1958,5,29,,12.2,,7.2,,9.7,,8.3,,0,,0.8,,0,,0.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-30,1958,5,30,,18.3,,7.8,,13.1,,4.9,,0,,0.3,,0,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05-31,1958,5,31,,16.7,,5,,10.9,,7.1,,0,,3.3,,0,,3.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-01,1958,6,1,,22.8,,12.8,,17.8,,0.2,,0,,15.7,,0,,15.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-02,1958,6,2,,16.7,,10,,13.4,,4.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-03,1958,6,3,,18.9,,3.9,,11.4,,6.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-04,1958,6,4,,23.3,,5.6,,14.5,,3.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-05,1958,6,5,,25,,8.3,,16.7,,1.3,,0,,0.3,,0,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-06,1958,6,6,,13.9,,3.9,,8.9,,9.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-07,1958,6,7,,18.9,,0.6,,9.8,,8.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-08,1958,6,8,,16.1,,10,,13.1,,4.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-09,1958,6,9,,16.1,,8.9,,12.5,,5.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-10,1958,6,10,,15.6,,3.9,,9.8,,8.2,,0,,2.3,,0,,2.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-11,1958,6,11,,22.2,,11.1,,16.7,,1.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-12,1958,6,12,,20,,11.7,,15.9,,2.1,,0,,0.3,,0,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-13,1958,6,13,,22.8,,8.3,,15.6,,2.4,,0,,29.2,,0,,29.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-14,1958,6,14,,13.9,,9.4,,11.7,,6.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-15,1958,6,15,,15.6,,6.7,,11.2,,6.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-16,1958,6,16,,10.6,,8.3,,9.5,,8.5,,0,,3,,0,,3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-17,1958,6,17,,14.4,,6.7,,10.6,,7.4,,0,,0.3,,0,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-18,1958,6,18,,18.3,,7.2,,12.8,,5.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-19,1958,6,19,,22.2,,3.9,,13.1,,4.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-20,1958,6,20,,21.7,,8.9,,15.3,,2.7,,0,,0.3,,0,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-21,1958,6,21,,16.7,,11.7,,14.2,,3.8,,0,,1,,0,,1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06-22,1958,6,22,,20,,11.7,,15.9,,2.1,,0,,0.5,,0,,0.5,,,,,,,
