Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Jour,Qualité des Données,Temp max.(°C),Temp max. Indicateur,Temp min.(°C),Temp min. Indicateur,Temp moy.(°C),Temp moy. Indicateur,DJC (°C),DJC Indicateur,DJR (°C),DJR Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol (cm),Neige au sol Indicateur,Dir. raf. max. (10s deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
-71.9,45.4,SHERBROOKE,7028120,1966-01-01,1966,1,1,,9.4,,3.3,,6.4,,11.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01-02,1966,1,2,,0.6,,-15.6,,-7.5,,25.5,,0,,0,,3.3,,3.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01-03,1966,1,3,,1.7,,-10,,-4.2,,22.2,,0,,0,,7.1,,7.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01-04,1966,1,4,,0,,-10.6,,-5.3,,23.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01-05,1966,1,5,,-1.1,,-7.8,,-4.5,,22.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01-06,1966,1,6,,1.7,,-5,,-1.7,,19.7,,0,,0,,0.5,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01-07,1966,1,7,,-5,,-12.2,,-8.6,,26.6,,0,,0,,2.5,,2.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01-08,1966,1,8,,-13.3,,-14.4,,-13.9,,31.9,,0,,0,,4.3,,4.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01-09,1966,1,9,,-11.1,,-18.9,,-15,,33,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01-10,1966,1,10,,0.6,,-20,,-9.7,,27.7,,0,,0,,1.5,,1.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01-11,1966,1,11,,-7.2,,-15.6,,-11.4,,29.4,,0,,0,,0,,0,,,,,,,
