Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Jour,Qualité des Données,Temp max.(°C),Temp max. Indicateur,Temp min.(°C),Temp min. Indicateur,Temp moy.(°C),Temp moy. Indicateur,DJC (°C),DJC Indicateur,DJR (°C),DJR Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol (cm),Neige au sol Indicateur,Dir. raf. max. (10s deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
-71.9,45.4,SHERBROOKE,7028120,1965-01-23,1965,1,23,,-11.7,,-20,,-15.9,,33.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-01-24,1965,1,24,,-1.1,,-17.8,,-9.5,,27.5,,0,,0,,5.1,,5.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-01-25,1965,1,25,,-1.1,,-6.7,,-3.9,,21.9,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-01-26,1965,1,26,,-0.6,,-13.9,,-7.3,,25.3,,0,,0,,17.8,,17.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-01-27,1965,1,27,,0,,-10,,-5,,23,,0,,0,,3.6,,3.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-01-28,1965,1,28,,-6.1,,-16.1,,-11.1,,29.1,,0,,0,,2,,2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-01-29,1965,1,29,,-14.4,,-21.1,,-17.8,,35.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-01-30,1965,1,30,,-8.9,,-21.1,,-15,,33,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-01-31,1965,1,31,,-7.2,,-12.8,,-10,,28,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-01,1965,2,1,,-6.7,,-23.3,,-15,,33,,0,,0,,1,,1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-02,1965,2,2,,-6.1,,-12.2,,-9.2,,27.2,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-03,1965,2,3,,-2.8,,-23.3,,-13.1,,31.1,,0,,0,,1.5,,1.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-04,1965,2,4,,-10.6,,-20.6,,-15.6,,33.6,,0,,0,,0.8,,0.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-05,1965,2,5,,-10.6,,-22.2,,-16.4,,34.4,,0,,0,,2.5,,2.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-06,1965,2,6,,-0.6,,-12.2,,-6.4,,24.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-07,1965,2,7,,6.7,,-5.6,,0.6,,17.4,,0,,0,T,0,,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-08,1965,2,8,,6.7,,2.8,,4.8,,13.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-09,1965,2,9,,-8.9,,-13.9,,-11.4,,29.4,,0,,0,,0.5,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-10,1965,2,10,,3.3,,-12.8,,-4.8,,22.8,,0,,0.8,,5.1,,5.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-11,1965,2,11,,3.9,,-0.6,,1.7,,16.3,,0,,0,,2,,2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-12,1965,2,12,,4.4,,-6.7,,-1.2,,19.2,,0,,2.8,,0,,2.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-13,1965,2,13,,-3.3,,-11.1,,-7.2,,25.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-14,1965,2,14,,-10,,-20,,-15,,33,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-15,1965,2,15,,0.6,,-18.9,,-9.2,,27.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-16,1965,2,16,,2.2,,-5,,-1.4,,19.4,,0,,1.3,,0,,1.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-17,1965,2,17,,-3.3,,-18.3,,-10.8,,28.8,,0,,0,,3.8,,3.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-18,1965,2,18,,-0.6,,-13.9,,-7.3,,25.3,,0,,0,,3.8,,3.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-19,1965,2,19,,-14.4,,-15.6,,-15,,33,,0,,0,,0.3,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-20,1965,2,20,,-12.2,,-20,,-16.1,,34.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-21,1965,2,21,,-3.9,,-23.9,,-13.9,,31.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-22,1965,2,22,,-11.1,,-13.9,,-12.5,,30.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-23,1965,2,23,,-15,,-18.9,,-17,,35,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-24,1965,2,24,,-4.4,,-20.6,,-12.5,,30.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-25,1965,2,25,,5,,-9.4,,-2.2,,20.2,,0,,0,,3,,3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-26,1965,2,26,,-2.8,,-9.4,,-6.1,,24.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-27,1965,2,27,,-7.8,,-14.4,,-11.1,,29.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02-28,1965,2,28,,-3.9,,-16.7,,-10.3,,28.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-01,1965,3,1,,3.3,,-7.8,,-2.3,,20.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-02,1965,3,2,,3.3,,-8.3,,-2.5,,20.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-03,1965,3,3,,7.2,,-2.2,,2.5,,15.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-04,1965,3,4,,8.3,,-3.3,,2.5,,15.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-05,1965,3,5,,11.1,,-0.6,,5.3,,12.7,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-06,1965,3,6,,8.3,,3.3,,5.8,,12.2,,0,,0,T,0,,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-07,1965,3,7,,7.2,,1.1,,4.2,,13.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-08,1965,3,8,,5,,-3.3,,0.9,,17.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-09,1965,3,9,,6.1,,-6.1,,0,,18,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-10,1965,3,10,,4.4,,-0.6,,1.9,,16.1,,0,,0,,1.5,,1.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-11,1965,3,11,,-4.4,,-7.8,,-6.1,,24.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-12,1965,3,12,,-2.2,,-10.6,,-6.4,,24.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-13,1965,3,13,,0,,-7.8,,-3.9,,21.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-14,1965,3,14,,-1.7,,-11.1,,-6.4,,24.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-15,1965,3,15,,1.1,,-12.2,,-5.6,,23.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-16,1965,3,16,,4.4,,-11.1,,-3.4,,21.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-17,1965,3,17,,1.1,,-7.2,,-3.1,,21.1,,0,,0,,2,,2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-18,1965,3,18,,2.8,,-6.1,,-1.7,,19.7,,0,,0,,3,,3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-19,1965,3,19,,1.7,,-3.3,,-0.8,,18.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-20,1965,3,20,,-4.4,,-8.9,,-6.7,,24.7,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-21,1965,3,21,,-5,,-11.7,,-8.4,,26.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-22,1965,3,22,,-2.8,,-12.8,,-7.8,,25.8,,0,,0,,3,,3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-23,1965,3,23,,-3.3,,-7.8,,-5.6,,23.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-24,1965,3,24,,-1.7,,-17.8,,-9.8,,27.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-25,1965,3,25,,1.1,,-11.7,,-5.3,,23.3,,0,,0,,0,T,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-26,1965,3,26,,1.1,,-5,,-2,,20,,0,,0,,9.7,,9.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-27,1965,3,27,,-2.8,,-6.7,,-4.8,,22.8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-28,1965,3,28,,-2.8,,-14.4,,-8.6,,26.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-29,1965,3,29,,-0.6,,-14.4,,-7.5,,25.5,,0,,0,,5.1,,5.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-30,1965,3,30,,-0.6,,-6.7,,-3.7,,21.7,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03-31,1965,3,31,,-3.9,,-11.1,,-7.5,,25.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-01,1965,4,1,,0,,-10.6,,-5.3,,23.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-02,1965,4,2,,2.2,,-9.4,,-3.6,,21.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-03,1965,4,3,,3.3,,-5.6,,-1.2,,19.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-04,1965,4,4,,6.7,,-5.6,,0.6,,17.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-05,1965,4,5,,10,,-5,,2.5,,15.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-06,1965,4,6,,10,,-1.1,,4.5,,13.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-07,1965,4,7,,7.2,,-1.1,,3.1,,14.9,,0,,6.1,,0.5,,6.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-08,1965,4,8,,5.6,,1.1,,3.4,,14.6,,0,,0,T,0,,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-09,1965,4,9,,7.8,,1.7,,4.8,,13.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-10,1965,4,10,,10,,1.1,,5.6,,12.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-11,1965,4,11,,10.6,,-3.3,,3.7,,14.3,,0,,4.6,,0,,4.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-12,1965,4,12,,5.6,,1.1,,3.4,,14.6,,0,,13.5,,0,,13.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-13,1965,4,13,,5,,0.6,,2.8,,15.2,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-14,1965,4,14,,11.7,,-2.8,,4.5,,13.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-15,1965,4,15,,14.4,,0.6,,7.5,,10.5,,0,,15.7,,0,,15.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-16,1965,4,16,,7.8,,3.9,,5.9,,12.1,,0,,1.8,,0,,1.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-17,1965,4,17,,7.2,,0,,3.6,,14.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-18,1965,4,18,,5.6,,-2.8,,1.4,,16.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-19,1965,4,19,,10,,-2.8,,3.6,,14.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-20,1965,4,20,,13.3,,-1.1,,6.1,,11.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-21,1965,4,21,,17.8,,-2.2,,7.8,,10.2,,0,,,M,0,,,M,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-22,1965,4,22,,13.3,,3.9,,8.6,,9.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-23,1965,4,23,,3.3,,-0.6,,1.4,,16.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-24,1965,4,24,,5.6,,-2.2,,1.7,,16.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-25,1965,4,25,,11.1,,-0.6,,5.3,,12.7,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-26,1965,4,26,,6.7,,-0.6,,3.1,,14.9,,0,,3.6,,0,,3.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-27,1965,4,27,,10,,2.2,,6.1,,11.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-28,1965,4,28,,15.6,,-0.6,,7.5,,10.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-29,1965,4,29,,16.7,,0,,8.4,,9.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04-30,1965,4,30,,18.9,,4.4,,11.7,,6.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-01,1965,5,1,,16.7,,2.2,,9.5,,8.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-02,1965,5,2,,12.2,,0.6,,6.4,,11.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-03,1965,5,3,,22.2,,0,,11.1,,6.9,,0,,0.8,,0,,0.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-04,1965,5,4,,12.8,,10.6,,11.7,,6.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-05,1965,5,5,,16.1,,-1.1,,7.5,,10.5,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-06,1965,5,6,,17.8,,5.6,,11.7,,6.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-07,1965,5,7,,18.3,,4.4,,11.4,,6.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-08,1965,5,8,,19.4,,3.9,,11.7,,6.3,,0,,4.8,,0,,4.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-09,1965,5,9,,25.6,,12.8,,19.2,,0,,1.2,,1.5,,0,,1.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-10,1965,5,10,,20.6,,10,,15.3,,2.7,,0,,4.1,,0,,4.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-11,1965,5,11,,22.8,,13.9,,18.4,,0,,0.4,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-12,1965,5,12,,22.8,,10.6,,16.7,,1.3,,0,,0.5,,0,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-13,1965,5,13,,13.3,,6.7,,10,,8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-14,1965,5,14,,16.1,,3.9,,10,,8,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-15,1965,5,15,,22.8,,1.1,,12,,6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-16,1965,5,16,,25,,11.7,,18.4,,0,,0.4,,2.3,,0,,2.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-17,1965,5,17,,22.8,,16.1,,19.5,,0,,1.5,,4.3,,0,,4.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-18,1965,5,18,,12.8,,11.1,,12,,6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-19,1965,5,19,,17.8,,10.6,,14.2,,3.8,,0,,0.3,,0,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-20,1965,5,20,,17.8,,8.9,,13.4,,4.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-21,1965,5,21,,21.1,,1.1,,11.1,,6.9,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-22,1965,5,22,,21.7,,11.7,,16.7,,1.3,,0,,0.5,,0,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-23,1965,5,23,,13.9,,3.9,,8.9,,9.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-24,1965,5,24,,19.4,,1.1,,10.3,,7.7,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-25,1965,5,25,,21.7,,11.1,,16.4,,1.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-26,1965,5,26,,22.8,,16.1,,19.5,,0,,1.5,,1.8,,0,,1.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-27,1965,5,27,,23.9,,14.4,,19.2,,0,,1.2,,10.4,,0,,10.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-28,1965,5,28,,21.7,,16.1,,18.9,,0,,0.9,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-29,1965,5,29,,16.1,,10.6,,13.4,,4.6,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-30,1965,5,30,,16.7,,7.8,,12.3,,5.7,,0,,0,T,0,,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05-31,1965,5,31,,17.2,,8.9,,13.1,,4.9,,0,,2.8,,0,,2.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-01,1965,6,1,,16.7,,7.8,,12.3,,5.7,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-02,1965,6,2,,18.9,,4.4,,11.7,,6.3,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-03,1965,6,3,,12.8,,0.6,,6.7,,11.3,,0,,0,T,0,,0,T,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-04,1965,6,4,,23.9,,3.3,,13.6,,4.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-05,1965,6,5,,26.7,,12.8,,19.8,,0,,1.8,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-06,1965,6,6,,26.7,,13.3,,20,,0,,2,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-07,1965,6,7,,26.7,,15.6,,21.2,,0,,3.2,,6.1,,0,,6.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-08,1965,6,8,,27.2,,18.3,,22.8,,0,,4.8,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-09,1965,6,9,,28.3,,16.1,,22.2,,0,,4.2,,6.9,,0,,6.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-10,1965,6,10,,24.4,,16.1,,20.3,,0,,2.3,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-11,1965,6,11,,21.1,,10,,15.6,,2.4,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-12,1965,6,12,,22.8,,10,,16.4,,1.6,,0,,2.3,,0,,2.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-13,1965,6,13,,10.6,,7.8,,9.2,,8.8,,0,,7.6,,0,,7.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-14,1965,6,14,,12.8,,7.8,,10.3,,7.7,,0,,0.3,,0,,0.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-15,1965,6,15,,19.4,,6.7,,13.1,,4.9,,0,,0.5,,0,,0.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-16,1965,6,16,,21.1,,6.7,,13.9,,4.1,,0,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-17,1965,6,17,,25,,12.8,,18.9,,0,,0.9,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-18,1965,6,18,,24.4,,12.2,,18.3,,0,,0.3,,0.8,,0,,0.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-19,1965,6,19,,27.2,,11.7,,19.5,,0,,1.5,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-20,1965,6,20,,30,,15,,22.5,,0,,4.5,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-21,1965,6,21,,28.3,,17.8,,23.1,,0,,5.1,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-22,1965,6,22,,27.2,,16.7,,22,,0,,4,,0,,0,,0,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06-23,1965,6,23,,27.2,,13.3,,20.3,,0,,2.3,,8.4,,0,,8.4,,,,,,,
